Loc.code,Province,EcoRegion,Site,SiteName,Aspect_NS,Soil,Loc.code,y,x,elev,Aspect,Slope,Moss,Rocks,Bare Soil,Burrow,Litter Depth,Scat,Shrub Cover,Herb Cover,Mean shrub ht (m,max shrub ht (m),OM,ENR,Bray_P,Olsen_P,PH,K,S,MG,CA,NA,H,CEC,CaMgRatio,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19,ndvi_mar,ndvi_aug
sncvnse,sn,1213,cv,Coulterville,n,se,sncvnse,37.61977,-120.15325,360,2,15.4,10,17.43,7.07,4.29,0.69,0.29,11.75,48.71,0.74,0.74,4.4,118,12.4,12.8,6.9,77,2.1,1146,436.7,7.1,0.2,12,0.38,158,160,46,6606,360,14,346,91,244,244,77,553,96,1,80,271,8,8,270,180,166
sncvsns,sn,1213,cv,Coulterville,s,ns,sncvsns,37.59485,-120.13618,469,194.3,34.3,0.43,43.29,15.43,0,0.64,0,28.57,43.29,0.69,1.07,4.2,114.4,22,7,5.3,128.9,8.11,118.8,963.5,17,2.8,9,8.11,148,159,46,6602,350,5,345,69,234,234,69,719,132,1,83,365,9,14,365,168,135
sncvsse,sn,1213,cv,Coulterville,s,se,sncvsse,37.61898,-120.15282,388,168,16.6,18.14,48.71,2.29,0.29,0.29,0.14,67.25,21.33,0.9,0.9,5.1,132,12.7,10.7,6.6,78.5,1.3,1205,508.5,7.7,0.8,13.5,0.42,158,160,46,6606,360,14,346,91,244,244,77,553,96,1,80,271,8,8,270,180,166
snfhnns,sn,227,fh,Frenchman Hill,n,ns,snfhnns,39.86372,-121.23734,1691,52.6,14.9,0,0,2.14,0,2.71,0,0,1.29,0,0,16.2,354.6,38.6,27.7,5,132.5,7.7,31.2,240.3,16.9,1.3,3.2,7.7,77,141,44,6120,265,-50,315,8,158,158,8,1199,220,5,76,590,39,45,590,54,202
snfhnse,sn,227,fh,Frenchman Hill,n,se,snfhnse,39.85482,-121.23530,1779,358,8.4,0.46,51.43,6.29,0.43,1.44,0,10,16.91,0.39,4.46,2.8,85,14.5,6.6,6.8,16.8,1.7,540.1,68.6,7.3,0.2,5,0.13,71,137,44,6111,257,-53,310,3,152,154,3,1235,221,6,75,599,42,48,599,66,119
snfhsns,sn,227,fh,Frenchman Hill,s,ns,snfhsns,39.86229,-121.23753,1677,169.3,30.3,0,0,0,0,4.43,0,6.57,0,0.11,0.16,15.7,344,50.5,25.9,5.2,134.8,7.64,46.4,354.7,24.9,1.4,4,7.64,77,141,44,6120,265,-50,315,8,158,158,8,1199,220,5,76,590,39,45,590,54,202
snfhsse,sn,227,fh,Frenchman Hill,s,se,snfhsse,39.85198,-121.23485,1785,141,14,0.03,25.57,2.93,0.21,3.67,0,30.95,15.21,4.24,9.34,3.6,103,12.5,8.7,6.7,18.7,4.9,572.9,64.2,7.7,0.2,5.4,0.11,71,137,44,6111,257,-53,310,3,152,154,3,1235,221,6,75,599,42,48,599,72,154
snfonns,sn,278,fo,Folsom,n,ns,snfonns,38.76808,-121.10868,170,69.6,12.9,0.14,0,0,0,2.29,0,0,73.57,0,0,3.6,102.4,36.6,13.6,5.5,192.6,9.73,105.5,1026,12.8,2.3,8.8,9.73,162,138,43,6203,346,29,317,90,240,241,84,637,129,1,82,325,11,14,325,191,136
snfonse,sn,278,fo,Folsom,n,se,snfonse,38.78580,-121.08185,332,346,13.7,22.93,6,0.57,1.86,4.29,0.33,70,25.31,2.51,2.51,6.2,153,12.6,6.7,6.3,35.2,2,871.1,739.6,7.5,1.3,12.3,0.85,155,138,43,6241,339,23,316,79,236,236,79,783,159,1,83,403,12,17,403,178,161
snfosns,sn,278,fo,Folsom,s,ns,snfosns,38.76892,-121.10741,209,245.1,12.1,0.43,0,6.14,0.14,2.36,0,0,80,0,0,3.7,104.2,38.5,15.7,6.1,315.8,13.5,96.7,1305,15.1,1.3,9.5,13.5,159,138,43,6214,343,26,317,82,238,239,82,697,142,1,83,358,11,15,358,189,117
snfosse,sn,278,fo,Folsom,s,se,snfosse,38.78493,-121.08017,322,180,17.3,4.21,18.57,0.71,2.57,4.77,0.29,73.3,0.3,2.49,2.49,4.4,118,16.3,6.7,6.1,32.7,5.2,562,380.1,8.5,1.1,7.7,0.68,155,138,43,6241,339,23,316,79,236,236,79,783,159,1,83,403,12,17,403,178,158
snfqnns,sn,267,fq,Foresthill Quary,n,ns,snfqnns,38.97427,-120.91811,618,50.6,22.6,3.43,0,0,0,4.14,0,78.57,10.43,0.89,2.27,6.2,153.2,40.4,24.3,5.1,173,8.77,81.5,714.7,40.9,3,7.8,8.77,146,143,44,6158,329,11,318,73,226,227,73,1071,211,2,82,547,18,26,547,182,209
snfqnse,sn,267,fq,Foresthill Quary,n,se,snfqnse,38.98735,-120.91683,596,56,15.3,1.57,12.14,3,0.43,1.7,0,32,24.43,2.74,2.74,5.8,145,4.3,8.1,6.5,33.6,11.4,1267,483.5,8.6,1.1,14,0.38,144,143,45,6165,327,11,316,72,224,226,72,1104,217,2,82,565,18,27,565,99,178
snfqsns,sn,267,fq,Foresthill Quary,s,ns,snfqsns,38.97309,-120.92105,581,246.3,31.6,0.71,0.43,2.86,0,4.21,0,65,26.43,1.3,2.26,4.6,122,36,10.3,5.2,169.8,4.85,176,854.2,15.5,3.3,9.5,4.85,146,143,44,6158,329,11,318,73,226,227,73,1071,211,2,82,547,18,26,547,190,177
snfqsse,sn,267,fq,Foresthill Quary,s,se,snfqsse,38.98733,-120.91683,596,171,9.7,0,39.57,1.57,0.71,1.5,0.14,38.25,24.57,3.57,3.57,3.3,97,4.2,8,6.8,34.8,6,1084,449.7,6.9,0.3,11.6,0.41,144,143,45,6165,327,11,316,72,224,226,72,1104,217,2,82,565,18,27,565,99,178
snftnse,sn,229,ft,Forbestown,n,se,snftnse,39.53578,-121.22702,883,250,9.9,0.57,5,1.14,0.14,2.19,0.14,54.29,20.29,1.9,1.9,2.4,77,1,2.9,5.8,38.2,4.6,269.1,656.1,11.6,1.3,7,2.44,122,149,46,6090,311,-10,321,50,202,202,50,1546,303,2,84,798,23,23,798,220,205
snftsse,sn,229,ft,Forbestown,s,se,snftsse,39.53542,-121.22720,885,256,14.4,0,7,1,0,2.19,0.43,72.14,8.57,1.93,1.93,2.2,74,1,1,5.8,26.3,15.8,343.7,810.8,12.3,1.6,8.6,2.36,122,149,46,6090,311,-10,321,50,202,202,50,1546,303,2,84,798,23,23,798,217,210
snhgnns,sn,1756,hg,Hog Mountain,n,ns,snhgnns,36.87095,-119.28393,356,105.3,28,16,2.29,3,0,1.57,0,1.71,88.14,0.06,0.08,3.9,108,10.3,4.8,5.6,66.1,6.69,209.4,1401,16.4,2.8,11.7,6.69,167,145,43,6860,358,24,334,97,255,255,83,548,106,1,84,289,6,6,278,169,133
snhgnse,sn,1756,hg,Hog Mountain,n,se,snhgnse,36.87988,-119.30437,762,352,17.1,1.43,5.29,2.14,16.57,2.09,0,28.5,53.29,1.14,3.21,5.8,146,16.7,10.1,6.9,137.4,2.1,512.3,1250,7.5,0.2,11,2.44,155,139,42,6808,342,15,327,84,244,244,74,711,135,1,83,371,9,19,361,152,112
snhgsns,sn,1756,hg,Hog Mountain,s,ns,snhgsns,36.86785,-119.28283,417,194.7,32.3,7.29,7.14,22.43,0,1.86,0,0,63.86,0,0,3.9,107.8,14,8.8,6.8,180.4,1.18,1101,1299,35.7,0.5,16.7,1.18,167,144,43,6904,357,23,334,96,256,256,82,564,109,1,83,297,6,6,286,167,110
snhgsse,sn,1756,hg,Hog Mountain,s,se,snhgsse,36.88082,-119.30365,760,215,24.9,8.86,14,7.5,17.36,0.93,0.14,19.4,44.14,1.3,1.3,5.8,146,14,4,6.4,107.6,4.1,437.7,892.2,10,0.8,9.2,2.04,155,139,42,6808,342,15,327,84,244,244,74,711,135,1,83,371,9,19,361,157,153
snhrnns,sn,1756,hr,Hogan Reservoir,n,ns,snhrnns,38.16957,-120.79905,236,62.9,12.3,0,0.71,6.14,0.57,3.43,0,0,90,0,0,4.2,114.8,4.3,6.1,5.8,168.2,3.43,466.5,1599,17.4,2.9,15.2,3.43,159,149,45,6255,353,24,329,93,239,239,81,571,103,2,80,278,10,10,277,165,105
snhrnse,sn,1756,hr,Hogan Reservoir,n,se,snhrnse,38.17772,-120.78242,261,329,12.1,42.5,19,2.21,4.36,1.16,0.86,65.5,37.74,2.09,2.09,15,331,18.4,12.8,6.5,101.3,6,305.4,2659,8,1.3,17.4,8.71,158,151,45,6259,353,22,331,93,238,238,80,593,107,2,80,289,10,10,288,175,129
snhrsns,sn,1756,hr,Hogan Reservoir,s,ns,snhrsns,38.16458,-120.80168,232,206.4,11.6,0.43,7.14,10,0,2.43,0,0.86,78.86,0.04,0.06,4.1,112.6,2.7,3.9,5.8,81.6,2.88,529,1525,16.7,2.9,15.1,2.88,159,149,45,6245,352,24,328,93,239,239,81,562,101,2,80,273,10,10,272,171,99
snhrsse,sn,1756,hr,Hogan Reservoir,s,se,snhrsse,38.17737,-120.78187,261,124,16.4,7.07,34.86,1.5,3.57,1.76,1,74.3,4.71,2.21,2.21,15.6,342,18.4,18.3,6.7,96.4,6.7,306,2701,8.4,0.8,17,8.83,158,151,45,6259,353,22,331,93,238,238,80,593,107,2,80,289,10,10,288,175,129
snlhnns,sn,1891,lh,Lewis Hill,n,ns,snlhnns,36.10563,-119.00436,269,48.4,12.6,0,16.29,8.71,0,0,0,0,74.29,0,0,6.5,160.4,39.6,20.5,6.3,494.7,5.91,329.8,1950,25,1.6,15.4,5.91,173,159,45,6754,368,20,348,105,260,260,88,333,60,0,81,172,4,4,161,172,91
snlhnse,sn,1891,lh,Lewis Hill,n,se,snlhnse,36.10685,-119.00863,284,64,17,6.71,26.71,1.57,0,0.79,0,0,64.71,0,0,2.2,73,36.3,40.7,6.3,537.2,8.1,720.3,1185,13.9,1.6,14.8,1.65,174,160,45,6760,369,20,349,106,261,261,89,315,57,0,79,163,3,3,152,164,90
snlhsns,sn,1891,lh,Lewis Hill,s,ns,snlhsns,36.10491,-119.00508,273,235.9,15.3,0,3.57,51.43,0,0,0,0,45,0,0,4.4,118.8,19,10.3,6.7,468.6,3.16,723.4,2284,24.6,0.9,19.5,3.16,173,159,45,6754,368,20,348,105,260,260,88,333,60,0,81,172,4,4,161,172,91
snlhsse,sn,1891,lh,Lewis Hill,s,se,snlhsse,36.10640,-119.00863,290,209,22.9,1.07,18.43,13.71,8.29,0.23,0.71,0,43.57,0,0,3.8,106,10.8,14.4,5.7,156.2,10.2,913,774.5,15,3.1,15,0.85,174,160,45,6760,369,20,349,106,261,261,89,315,57,0,79,163,3,3,152,164,90
snlsnns,sn,1891,ls,Lake Success,n,ns,snlsnns,36.07681,-118.91994,200,,,,,,,,,,,,,3.1,91.8,0.3,4.4,8.4,292.2,3.13,937.6,2930,25.9,0,23.2,3.13,178,160,45,6814,373,22,351,109,265,265,92,315,57,0,79,163,3,3,152,116,75
snlsnse,sn,1891,ls,Lake Success,n,se,snlsnse,36.07018,-118.89967,264,36,28.9,10.43,5.29,4.14,3.57,1.73,0,0,90.86,4.57,4.57,2.8,86,56.3,1,6.7,243.3,0,320.9,1451,14.6,0.5,11.1,4.52,179,161,45,6863,374,22,352,110,267,267,92,310,56,0,81,161,3,3,151,114,147
snlssns,sn,1891,ls,Lake Success,s,ns,snlssns,36.07150,-118.92182,202,182.4,1.6,0,0,5.86,0,0,0,0,89.29,0,0,5.4,137.2,6.5,4.8,6.5,544.7,2.03,1510,3069,61.8,2.4,31.8,2.03,178,160,45,6792,373,23,350,110,265,265,93,310,56,0,81,161,3,3,151,188,104
snlssse,sn,1891,ls,Lake Success,s,se,snlssse,36.07097,-118.90167,224,336,21.6,0,5.43,2.14,2.86,0.47,0,0,82.57,0,0,2.9,86,5.5,1,6.7,219.2,0,1623,1829,22,1.4,24.5,1.13,179,161,45,6858,374,22,352,109,266,266,92,310,56,0,81,161,3,3,151,140,84
snmbnns,sn,229,mb,Milsap Bar,n,ns,snmbnns,39.71376,-121.25080,999,38.4,21.4,0,0,6.43,0,3.43,0,14.29,10.57,1.43,1.71,5.9,148.2,75.3,23.6,5.8,183.7,5.73,94.3,539.9,15.8,0.9,4.9,5.73,119,157,47,6086,314,-16,330,47,199,199,47,1352,267,2,83,702,23,23,702,142,225
snmbnse,sn,229,mb,Milsap Bar,n,se,snmbnse,39.70352,-121.27807,793,26,26.1,3,0.57,1.14,1,5.17,0,92.2,20.43,1.53,1.53,3.7,104,10.2,10.1,6,120.1,4.1,97.6,547.9,8.3,0.7,4.6,5.61,127,153,46,6156,320,-8,328,59,208,208,54,1470,286,2,83,753,24,24,753,184,217
snmbsns,sn,229,mb,Milsap Bar,s,ns,snmbsns,39.71170,-121.25490,907,180.1,32,0,0,70.71,0,3.43,0,42.71,18.14,3.35,4.13,3.4,97.8,94,26,6,159.3,9.84,56,550.9,10.8,0.6,4.3,9.84,119,157,47,6086,314,-16,330,47,199,199,47,1352,267,2,83,702,23,23,702,185,224
snmbsse,sn,229,mb,Milsap Bar,s,se,snmbsse,39.70288,-121.27807,802,183,15.3,2.71,5.29,0.14,0.14,6.91,0,57.2,43.29,6.34,15.9,16.4,359,6.2,74.8,6.1,134.2,16.1,138.5,636.4,7.5,0.8,5.5,4.59,127,153,46,6156,320,-8,328,59,208,208,54,1470,286,2,83,753,24,24,753,184,219
snmgnns,sn,217,mg,Magalia,n,ns,snmgnns,39.85621,-121.56828,781,348.6,5.9,3.57,0,0.43,0.14,3.86,0,77.14,4,1.7,2.37,8.5,200.8,5.2,6.5,5.9,149.4,5.54,162.8,902.2,22.3,1.3,7.6,5.54,129,148,46,6150,317,-1,318,57,210,210,57,1419,276,2,83,729,23,23,729,217,221
snmgnse,sn,217,mg,Magalia,n,se,snmgnse,39.81448,-121.57782,709,87,13.4,17.93,10.14,0.14,0,3.91,0.14,53.8,38,4.84,5.79,6.3,156,1,1,6.7,46.8,0,1288,481.8,10.6,0.6,13.8,0.37,135,142,44,6189,321,4,317,68,217,217,63,1448,279,2,83,744,24,24,736,198,160
snmgsns,sn,217,mg,Magalia,s,ns,snmgsns,39.85745,-121.56800,780,181.3,5.6,0,0,5,0.14,6.71,0,32.86,0.59,0.59,0.86,13.8,305.6,6,8.8,6,128.5,7.47,102.8,767.5,16.1,0.9,6,7.47,129,148,46,6150,317,-1,318,57,210,210,57,1419,276,2,83,729,23,23,729,217,221
snmgsse,sn,217,mg,Magalia,s,se,snmgsse,39.81493,-121.57912,707,194,8.7,2.33,25.86,0.14,0,3.23,0,79,10.4,6.07,6.57,8,189,1,1,6.5,49.1,0,1328,638.3,11.5,1.2,15.4,0.48,135,142,44,6189,321,4,317,68,217,217,63,1448,279,2,83,744,24,24,736,175,148
snmonns,sn,211,mo,Mosquito Creek,n,ns,snmonns,40.06265,-121.18929,860,20.4,32.3,17.29,10.71,1.43,0,1.57,0,1.29,7.86,0.09,0.09,5.7,144.6,3.3,13.2,7.5,88.1,35.5,72.4,2570,11.5,0,13.7,35.5,113,176,49,6304,325,-32,357,36,196,196,36,1049,198,3,78,529,28,28,529,99,186
snmonse,sn,211,mo,Mosquito Creek,n,se,snmonse,40.06470,-121.20013,916,317,11.7,2,3.71,4.14,2.57,3.07,0.14,46.67,7.33,4.53,4.53,4.7,123,4,1,6.5,82,0,1782,578.9,10.9,1.4,19.2,0.32,114,175,49,6282,325,-31,356,37,196,196,37,1051,199,3,78,531,28,28,531,141,180
snmosns,sn,211,mo,Mosquito Creek,s,ns,snmosns,40.08076,-121.95822,404,343.3,40.3,18.29,31.86,6.43,0,3.14,0,97.86,2.43,2.67,5.01,5.9,147.6,3.5,11.8,6.9,311.7,10.76,193.1,2078,13.6,0.2,13,10.76,160,142,43,6630,349,21,328,85,246,246,80,803,145,3,77,393,23,23,386,167,107
snmosse,sn,211,mo,Mosquito Creek,s,se,snmosse,40.06437,-121.19950,922,180,13.3,0,5.71,15.14,9.86,1.3,0,70.51,16.03,1.39,1.39,3.8,106,4.1,1,6.5,96.2,0,839.9,684.3,11.4,0.9,11.5,0.81,112,176,49,6310,324,-34,358,35,195,195,35,1034,196,3,78,522,28,28,522,141,180
snmpnns,sn,1213,mp,Mariposa,n,ns,snmpnns,37.49050,-120.02808,701,56.4,10.3,9.71,0.71,9.29,0,1.79,0,0,49.29,0,0,6.5,159.6,51.6,20.7,5.3,129.8,5.87,179.4,1053,11.3,3.2,10.3,5.87,144,158,46,6610,345,2,343,66,231,231,66,786,146,2,83,403,11,11,403,186,161
snmpnse,sn,1213,mp,Mariposa,n,se,snmpnse,37.51002,-120.02147,692,115,5.7,3.17,45.86,11.07,15,0.18,0.43,9.25,44.57,0,0,2,69,14.3,1,6.8,44.3,0,1022,278.6,10.6,0.3,10.3,0.27,142,157,45,6575,342,0,342,65,228,229,65,821,152,2,82,420,13,18,420,153,128
snmpsns,sn,1213,mp,Mariposa,s,ns,snmpsns,37.50005,-120.03236,645,261.9,9.1,3.86,0,2.71,0.14,1.36,0,2.14,47,0.03,0.08,5.4,138.2,16.8,10.4,5.8,153.7,4.69,252.9,1185,19.3,2,10.5,4.69,145,158,46,6602,345,2,343,66,231,231,66,787,146,2,83,404,11,17,404,177,158
snmpsse,sn,1213,mp,Mariposa,s,se,snmpsse,37.50947,-120.02135,687,157,7,5.36,37.86,8.36,11,0.26,0,2,49.43,0.49,0.49,2,71,8.1,1,6.8,41.5,0,989.6,266.4,9.2,0.3,9.9,0.27,142,157,45,6575,342,0,342,65,228,229,65,821,152,2,82,420,13,18,420,139,112
snmrnns,sn,266,mr,Monumental Ridge,n,ns,snmrnns,39.25462,-120.61358,1676,28.4,10,0,22.86,4.29,0.14,1.64,0,38.57,0,0.16,0.26,4.9,127.8,10.7,8.8,5.2,47,7.67,23.9,183.4,10,0.7,1.9,7.67,85,136,44,6060,265,-41,306,17,164,167,17,1652,305,7,79,830,44,50,830,57,178
snmrnse,sn,266,mr,Monumental Ridge,n,se,snmrnse,39.28308,-120.57587,2054,359,8.7,0,44.29,17.57,4.43,0.97,0,30,19.86,0.37,0.37,2,70,30.5,20.7,5.8,24,4.2,52,123,5.9,0.3,1.4,2.37,59,135,43,6130,240,-68,308,2,140,142,-9,1410,250,10,75,684,52,58,684,53,155
snmrsns,sn,266,mr,Monumental Ridge,s,ns,snmrsns,39.25242,-120.61393,1673,90.4,9.3,0,2.29,3,0.29,2.57,0,40,0,0.33,0.46,6,149.2,6.9,6.2,5.1,59.4,7.84,13.5,105.8,11.9,0.5,1.4,7.84,85,136,44,6060,265,-41,306,17,164,167,17,1652,305,7,79,830,44,50,830,58,182
snmrsse,sn,266,mr,Monumental Ridge,s,se,snmrsse,39.28253,-120.57605,2063,186,12,0.1,47.86,11.86,3.57,2.5,0.14,36.3,12.43,7.83,7.83,3,89,24.4,14.2,5.9,31.4,5.9,140.4,328.6,7,0.6,3.5,2.34,59,135,43,6130,240,-68,308,2,140,142,-9,1410,250,10,75,684,52,58,684,53,155
snnvnns,sn,254,nv,Nevada City,n,ns,snnvnns,39.29897,-120.92936,1055,61.4,18.3,0,0,0,0,5.57,0,36.71,8.43,1.04,1.23,17.6,381.4,10.7,13,6.1,317.3,17.67,122.7,2168,12,2.1,14.8,17.67,117,137,45,6047,296,-6,302,50,198,199,50,1617,304,4,81,818,31,44,818,62,226
snnvnse,sn,254,nv,Nevada City,n,se,snnvnse,39.25885,-121.08800,719,89,11,0.64,26.86,9.86,5.57,1.14,0.57,40.43,12.21,2.19,2.19,2.9,88,6.7,1,6.7,30.3,0.2,1160,312.5,9.9,0.5,11.7,0.27,126,145,45,6074,312,-6,318,55,206,206,55,1385,275,2,84,722,19,19,722,147,127
snnvsns,sn,254,nv,Nevada City,s,ns,snnvsns,39.29896,-120.93703,1028,187.1,6.6,1.43,0,0,0,6.86,0,0.29,0.86,0.06,0.06,8.8,206.4,4.8,7.7,5.8,310.4,8.93,123.9,1106,11.2,1.7,9.1,8.93,118,141,45,6032,300,-8,308,49,198,198,49,1565,294,4,81,792,29,42,792,78,226
snnvsse,sn,254,nv,Nevada City,s,se,snnvsse,39.25880,-121.08713,720,256,8.9,0.51,19.29,13.14,18.71,0.23,0.71,2,26.71,0.47,0.47,2.3,76,1,1,6.5,28.9,0,992.7,344.1,9.6,0.8,10.8,0.35,126,145,45,6074,312,-6,318,55,206,206,55,1385,275,2,84,722,19,19,722,147,127
snqunns,sn,189,qu,Quincy,n,ns,snqunns,39.88598,-120.93112,2061,40.6,34.3,0.71,28.57,20,0,0.71,0,23,10.86,0.24,0.31,13.3,295.6,16.8,10.9,4.9,86.8,6.29,37.5,235.7,10.1,1.4,3.1,6.29,63,141,43,6280,253,-68,321,1,146,147,-8,1124,193,8,72,533,49,52,528,54,163
snqunse,sn,189,qu,Quincy,n,se,snqunse,39.88450,-120.97838,1746,19,15.7,1.43,47.29,0,0.43,6.41,0,57.9,0,14.26,16.71,6.6,161,16.4,2.4,6.3,51.2,5.1,817.6,571.1,6.7,1.1,10.9,0.7,76,147,44,6298,271,-56,327,3,160,160,3,1142,206,6,75,556,41,41,556,57,165
snqusns,sn,189,qu,Quincy,s,ns,snqusns,39.88328,-120.93233,2062,167,14.1,0,23.57,13.57,0,0.64,0,85,0.57,0.42,0.64,6.1,152.4,6.2,8,5.5,104.2,3.97,54.8,217.7,10.5,0.6,2.5,3.97,65,142,44,6258,256,-66,322,3,149,149,-6,1130,196,8,72,539,48,51,534,52,149
snqusse,sn,189,qu,Quincy,s,se,snqusse,39.88425,-120.97870,1748,226,6.6,0.04,30.86,3.64,4.57,4.24,0.14,29.4,6.77,3.27,3.27,15.4,338,18.2,2.5,6.1,65.6,5.3,572.6,471.7,7.2,1.2,8.4,0.82,76,147,44,6298,271,-56,327,3,160,160,3,1142,206,6,75,556,41,41,556,57,165
snrbnns,sn,189,rb,Rich Bar,n,ns,snrbnns,40.01457,-121.10599,941,158.1,29.4,14.29,0.71,0,0,5,0,7.14,0.86,0.33,0.4,12.7,284,73,21.4,6.4,152,17.79,88.7,1578,12.4,0.9,9.9,17.79,105,182,50,6251,322,-42,364,29,187,187,29,1028,197,4,79,524,29,29,524,187,216
snrbnse,sn,189,rb,Rich Bar,n,se,snrbnse,40.01583,-121.19268,931,139,33.3,6.64,44.43,1.43,0,3.43,0,55.5,3.59,4.37,8.5,5.2,133,18.8,4.6,6.8,104.8,0,869.4,1136,5.6,0.4,13.5,1.31,119,173,48,6302,328,-26,354,42,202,202,42,1163,219,3,80,586,28,28,586,172,161
snrbsns,sn,189,rb,Rich Bar,s,ns,snrbsns,40.02033,-121.10440,861,246.7,29.7,0,0.71,3.57,0,2.57,0,2.86,19.71,0.04,0.08,5.4,137.2,96.6,24.3,6.3,192.3,13.19,95.6,1261,11,0.9,8.5,13.19,111,182,50,6279,327,-37,364,34,193,193,34,1077,204,4,79,544,30,30,544,172,219
snrbsse,sn,189,rb,Rich Bar,s,se,snrbsse,40.01295,-121.19122,913,237,21.1,8.29,10.14,0.29,0.29,8,0,71.2,2.93,1.91,5.21,6.4,158,18.2,4.6,6.1,66.7,2.7,750.9,786.8,8.7,1.7,12,1.05,115,175,49,6273,326,-29,355,39,198,198,39,1112,211,3,79,562,28,28,562,187,135
snrenns,sn,189,re,Red Hill (Feather River),n,ns,snrenns,39.99474,-121.11028,1579,56.9,8.1,0,11.43,19.29,0.14,0.71,0,41.43,14.29,0.05,0.06,8.3,196.8,8,5.7,5.3,51,5.03,122.6,616.9,10.8,1.9,6.2,5.03,75,149,44,6363,273,-59,332,1,160,160,1,1091,198,6,75,533,40,40,533,85,166
snrense,sn,189,re,Red Hill (Feather River),n,se,snrense,40.03932,-121.18798,1908,244,8.4,0.26,27.14,2.29,2.86,2.87,0.14,28.8,10.66,3.73,5.76,6.8,165,1,1,6.1,51.6,0,227.2,487.7,9.6,0.7,5.2,2.15,62,141,44,6208,252,-67,319,1,145,145,-8,1124,191,8,71,527,50,53,522,82,164
snresns,sn,189,re,Red Hill (Feather River),s,ns,snresns,39.99193,-121.11404,1620,209.1,11.1,0,26.14,0,0,1.57,0,24.29,9.71,0.04,0.11,12.3,276.4,2.4,5.4,5.2,48.2,3.18,189.9,604.6,11.8,2.5,7.3,3.18,75,149,44,6363,273,-59,332,1,160,160,1,1091,198,6,75,533,40,40,533,91,163
snresse,sn,189,re,Red Hill (Feather River),s,se,snresse,40.03628,-121.18767,1902,214,18.4,0.59,57.43,1.5,0,2.23,0.14,30.6,13.27,0.16,4.54,5.7,144,1,1,6.5,56.2,0,949.6,417.9,10.7,0.8,10.9,0.44,62,141,44,6208,252,-67,319,1,145,145,-8,1124,191,8,71,527,50,53,522,82,118
snrhnns,sn,636,rh,Red Hills (Sonora),n,ns,snrhnns,37.83580,-120.47507,393,26.1,17.3,0,0,5.71,0,3.5,0,0,87.86,0,0,5.8,146.4,8.4,4.4,5.6,127.5,1.32,756.8,997.9,11.7,3.6,15.1,1.32,151,159,46,6461,353,10,343,73,235,235,73,645,119,1,82,321,8,8,321,177,111
snrhnse,sn,636,rh,Red Hills (Sonora),n,se,snrhnse,37.83600,-120.46777,414,26,13.1,5.43,22.29,2.14,3.79,2.01,0,32.3,52.43,2.34,2.34,4.9,127,18.7,2.6,7,60.8,3.3,776.7,411.5,7.6,0,8.6,0.53,151,160,46,6454,353,10,343,73,235,235,73,644,119,1,82,320,8,8,320,170,111
snrhsns,sn,636,rh,Red Hills (Sonora),s,ns,snrhsns,37.83478,-120.47588,404,195.7,12.1,0,0.71,12.71,0,1.71,0,0,90.86,0,0,5.2,134.2,16.2,7.3,5.4,107.5,1.88,656.5,1231,12,4.7,16.6,1.88,151,159,46,6461,353,10,343,73,235,235,73,645,119,1,82,321,8,8,321,177,111
snrhsse,sn,636,rh,Red Hills (Sonora),s,se,snrhsse,37.83512,-120.46893,427,239,13.1,1.21,32.71,7.04,4.43,0.73,0,46.5,58.14,1.46,1.46,3.9,108,16.5,2,7,47.4,4.4,802.2,355.8,9.4,0,8.5,0.44,151,160,46,6454,353,10,343,73,235,235,73,644,119,1,82,320,8,8,320,170,112
snrpnns,sn,350,rp,River Pines,n,ns,snrpnns,38.54605,-120.72702,611,350.1,5.6,0,0,6.43,0,1.79,0,76.43,5.71,0.91,1.49,7.6,181.4,37,13.1,6.2,256.9,5.1,284.7,1453,14.3,1.4,11.7,5.1,144,152,46,6350,337,7,330,69,226,228,69,933,172,3,80,462,16,26,462,180,186
snrpnse,sn,350,rp,River Pines,n,se,snrpnse,38.54163,-120.73802,675,25,19.6,35.54,27.71,4.43,2.29,3.97,0.57,28.5,38.71,3.96,7.7,7.8,186,16.9,2,6.7,87.6,1.6,1266,1062,9.1,0.8,16.7,0.84,144,150,45,6309,337,9,328,70,226,227,70,948,172,3,80,465,16,26,465,160,139
snrpsns,sn,350,rp,River Pines,s,ns,snrpsns,38.54756,-120.72751,627,171.6,10.9,0,0.29,7.14,0,2,0,75,4.29,0.39,0.86,13.9,308.4,12.9,25.3,7.2,957.9,10.31,159.9,1649,13.6,0,12.1,10.31,144,152,46,6350,337,7,330,69,226,228,69,933,172,3,80,462,16,26,462,180,179
snrpsse,sn,350,rp,River Pines,s,se,snrpsse,38.54110,-120.73963,698,238,13.3,4,11.79,2,9.29,4.49,0.29,62.1,9.21,2.41,7.07,5.3,136,18.5,2.5,6.4,71.8,2.9,1185,425.7,10.1,1.2,13.3,0.36,144,150,45,6309,337,9,328,70,226,227,70,948,172,3,80,465,16,26,465,160,139
